Accused_ID,Accused_Name,Gender,Age,Address,Contact_No,Nationality,Status,Created_At
12501,Ravi Tiwari,Male,47,"804, Patel Colony, Lucknow",+91-7908091412,Indian,Acquitted,2020-10-29
12502,Sunil Chopra,Male,37,"144, Nehru Street, Agra",+91-8749475384,Indian,Absconding,2020-01-14
12503,Anjali Das,Female,22,"40, Patel Colony, Indore",+91-8814861675,Indian,Arrested,2020-02-02
12504,Meena Joshi,Female,58,"28, Shivaji Marg, Visakhapatnam",+91-7126463913,Indian,Absconding,2021-11-05
12505,Usha Joshi,Female,58,"868, Gandhi Nagar, Bangalore",+91-7046972126,Indian,Absconding,2019-07-16
12506,Girish Shah,Male,48,"420, Shivaji Marg, Thane",+91-7691532429,Bangladeshi,Acquitted,2019-11-29
12507,Anjali Bose,Female,63,"221, Gandhi Nagar, Nashik",+91-7682697517,Indian,Arrested,2023-01-31
12508,Naveen Tiwari,Male,43,"974, MG Road, Pune",+91-7492967719,Indian,Absconding,2019-08-26
12509,Vikram Patel,Male,51,"893, Nehru Street, Meerut",+91-9360360426,Indian,Absconding,2020-07-09
12510,Sunita Kumar,Female,47,"690, MG Road, Kolkata",+91-8514297219,Indian,Acquitted,2022-02-19
12511,Girish Verma,Male,63,"379, Patel Colony, Meerut",+91-7363383018,Indian,Acquitted,2023-07-11
12512,Dinesh Gupta,Male,31,"951, MG Road, Agra",+91-8125618377,Indian,Arrested,2022-09-21
12513,Nisha Kumar,Female,45,"226, MG Road, Srinagar",+91-8906424729,Indian,Convicted,2023-03-31
12514,Seema Pandey,Female,46,"87, Shivaji Marg, Rajkot",+91-8161313798,Indian,Arrested,2023-07-18
12515,Anjali Das,Female,27,"433, Patel Colony, Lucknow",+91-7832990499,Indian,Absconding,2021-04-04
12516,Radha Shah,Female,40,"18, Patel Colony, Kolkata",+91-9846910523,Indian,At Large,2020-10-13
12517,Deepak Das,Male,19,"101, MG Road, Hyderabad",+91-8292078486,Bangladeshi,Absconding,2020-08-10
12518,Ajay Shah,Male,38,"283, Nehru Street, Jaipur",+91-8350491005,Pakistani,At Large,2023-04-09
12519,Divya Pandey,Female,62,"926, Patel Colony, Ludhiana",+91-8595050504,Indian,At Large,2020-05-19
12520,Naveen Iyer,Male,61,"929, Nehru Street, Patna",+91-7583194642,Indian,Arrested,2019-02-17
12521,Rajesh Bose,Male,51,"4, Gandhi Nagar, Meerut",+91-8861666835,Indian,Acquitted,2023-04-06
12522,Ajay Verma,Male,65,"924, Nehru Street, Thane",+91-9425499280,Indian,At Large,2021-03-09
12523,Asha Bose,Female,60,"119, Shivaji Marg, Nashik",+91-9165478486,Indian,At Large,2021-03-11
12524,Deepak Iyer,Male,49,"144, MG Road, Surat",+91-8121665950,Indian,Convicted,2022-10-11
12525,Meena Das,Female,40,"558, MG Road, Visakhapatnam",+91-8572175383,Indian,Arrested,2019-10-04
12526,Vinod Singh,Male,40,"238, Gandhi Nagar, Delhi",+91-8488496621,Bangladeshi,Acquitted,2020-04-21
12527,Meena Shah,Female,35,"384, Gandhi Nagar, Varanasi",+91-9482724075,Indian,Arrested,2021-03-20
12528,Naveen Gupta,Male,33,"418, Gandhi Nagar, Bangalore",+91-9771702161,Pakistani,At Large,2022-01-08
12529,Girish Shah,Male,59,"933, MG Road, Kalyan",+91-9468039652,Indian,At Large,2022-08-30
12530,Rajesh Joshi,Male,22,"104, Nehru Street, Jaipur",+91-7694198868,Indian,At Large,2020-10-24
12531,Vinod Gupta,Male,20,"77, MG Road, Pune",+91-9298949546,Indian,At Large,2021-04-18
12532,Geeta Pandey,Female,19,"482, MG Road, Ludhiana",+91-7118153402,Indian,Absconding,2021-09-04
12533,Anita Singh,Female,42,"638, Nehru Street, Hyderabad",+91-7342647206,Indian,Arrested,2022-01-13
12534,Anita Patel,Female,25,"696, Gandhi Nagar, Srinagar",+91-8192606831,Indian,Acquitted,2022-01-10
12535,Girish Sharma,Male,61,"57, Gandhi Nagar, Kanpur",+91-7731137409,Indian,At Large,2022-08-31
12536,Girish Mishra,Male,48,"290, Shivaji Marg, Jaipur",+91-8343145583,Indian,At Large,2022-04-10
12537,Arun Iyer,Male,60,"248, Patel Colony, Jaipur",+91-8936742719,Indian,Arrested,2019-04-16
12538,Divya Chopra,Female,40,"607, Nehru Street, Patna",+91-7219793783,Bangladeshi,Acquitted,2022-08-13
12539,Seema Pillai,Female,36,"71, Shivaji Marg, Kalyan",+91-8772802891,Indian,Absconding,2023-08-21
12540,Manoj Joshi,Male,47,"71, MG Road, Visakhapatnam",+91-9175164114,Pakistani,Acquitted,2022-08-15
12541,Usha Sharma,Female,30,"82, Shivaji Marg, Faridabad",+91-9707339609,Indian,At Large,2021-11-12
12542,Ravi Bose,Male,44,"759, Nehru Street, Visakhapatnam",+91-8699269901,Indian,Absconding,2021-05-18
12543,Usha Pillai,Female,58,"890, Nehru Street, Ghaziabad",+91-9019179138,Indian,Arrested,2021-06-24
12544,Dinesh Sharma,Male,27,"848, Shivaji Marg, Faridabad",+91-9594495547,Indian,Acquitted,2023-05-05
12545,Kiran Reddy,Male,21,"213, Gandhi Nagar, Rajkot",+91-8606540254,Indian,Absconding,2023-06-29
12546,Usha Shah,Female,55,"53, Shivaji Marg, Mumbai",+91-9958132338,Indian,At Large,2020-07-15
12547,Rajesh Reddy,Male,47,"718, Patel Colony, Vasai",+91-7847619346,Indian,Convicted,2020-05-16
12548,Girish Nair,Male,61,"625, Patel Colony, Jaipur",+91-7974731456,Sri Lankan,Acquitted,2019-05-17
12549,Usha Chopra,Female,34,"928, Shivaji Marg, Ahmedabad",+91-9601547358,Indian,Absconding,2021-08-24
12550,Asha Rao,Female,32,"490, Gandhi Nagar, Vasai",+91-7043874227,Indian,Arrested,2023-12-22
12551,Neha Pandey,Female,33,"794, Shivaji Marg, Srinagar",+91-9412007782,Indian,Arrested,2020-04-30
12552,Anjali Pandey,Female,41,"513, Patel Colony, Indore",+91-7713014472,Indian,At Large,2019-03-23
12553,Lakshmi Kumar,Female,55,"627, Nehru Street, Nashik",+91-8601131281,Indian,Arrested,2023-05-19
12554,Rekha Joshi,Female,39,"604, Gandhi Nagar, Rajkot",+91-8347253205,Indian,Arrested,2019-12-31
12555,Deepak Kumar,Male,59,"506, Shivaji Marg, Patna",+91-8082503644,Bangladeshi,At Large,2023-09-14
12556,Sunil Nair,Male,38,"288, MG Road, Kanpur",+91-7382901158,Bangladeshi,Convicted,2022-10-13
12557,Sunita Pandey,Female,48,"699, Patel Colony, Indore",+91-7759173154,Sri Lankan,Convicted,2019-02-11
12558,Anjali Reddy,Female,62,"786, Nehru Street, Rajkot",+91-8779685015,Indian,Acquitted,2022-09-09
12559,Sunil Rao,Male,28,"348, Gandhi Nagar, Indore",+91-9683849790,Sri Lankan,Convicted,2022-05-07
12560,Divya Patel,Female,42,"935, Gandhi Nagar, Jaipur",+91-7414906124,Bangladeshi,Arrested,2019-05-31
12561,Meena Joshi,Female,48,"877, Nehru Street, Pune",+91-9169582923,Indian,Convicted,2021-12-14
12562,Geeta Shah,Female,50,"768, Nehru Street, Patna",+91-8436082488,Bangladeshi,Arrested,2023-01-11
12563,Rajesh Pandey,Male,43,"525, MG Road, Agra",+91-7951560067,Indian,Arrested,2022-08-16
12564,Manoj Bose,Male,65,"562, Gandhi Nagar, Ludhiana",+91-7429863950,Indian,Absconding,2019-12-23
12565,Harish Sharma,Male,60,"586, MG Road, Kolkata",+91-9110330053,Indian,At Large,2019-08-11
12566,Nitin Mehta,Male,58,"696, Patel Colony, Kolkata",+91-8569044773,Sri Lankan,Convicted,2022-01-13
12567,Pradeep Nair,Male,60,"235, Patel Colony, Bangalore",+91-7402053071,Indian,Arrested,2019-11-16
12568,Suresh Kumar,Male,32,"342, Nehru Street, Ludhiana",+91-7350161838,Sri Lankan,Arrested,2019-06-25
12569,Deepak Das,Male,28,"949, Shivaji Marg, Pune",+91-8886092159,Indian,At Large,2022-11-28
12570,Divya Mehta,Female,64,"987, MG Road, Bhopal",+91-7568623520,Indian,At Large,2019-11-19
12571,Padma Das,Female,31,"744, Patel Colony, Kolkata",+91-9505617164,Indian,Absconding,2019-08-17
12572,Nisha Pillai,Female,63,"436, Patel Colony, Delhi",+91-7857467319,Indian,Acquitted,2020-07-10
12573,Usha Chopra,Female,18,"747, Patel Colony, Pune",+91-9105015498,Indian,At Large,2019-04-19
12574,Nisha Nair,Female,29,"119, Shivaji Marg, Vasai",+91-7549055328,Indian,At Large,2023-04-05
12575,Rajesh Nair,Male,44,"209, Nehru Street, Jaipur",+91-9554532748,Indian,Absconding,2021-07-15
12576,Nitin Reddy,Male,35,"514, Gandhi Nagar, Mumbai",+91-9889461983,Indian,Convicted,2020-03-01
12577,Padma Bose,Female,29,"25, Shivaji Marg, Pune",+91-8678394756,Indian,Absconding,2019-02-22
12578,Pradeep Tiwari,Male,21,"391, MG Road, Nashik",+91-9327681972,Indian,Convicted,2022-04-04
12579,Seema Reddy,Female,27,"470, Shivaji Marg, Vasai",+91-8579015902,Bangladeshi,At Large,2021-08-15
12580,Nisha Bose,Female,53,"549, Nehru Street, Surat",+91-9619105255,Indian,Acquitted,2020-10-17
12581,Manoj Patel,Male,32,"241, MG Road, Agra",+91-9486997198,Sri Lankan,Acquitted,2019-12-17
12582,Nisha Shah,Female,40,"498, Gandhi Nagar, Varanasi",+91-8833186780,Indian,At Large,2021-05-31
12583,Nisha Pandey,Female,24,"937, Nehru Street, Nagpur",+91-9406721175,Indian,At Large,2020-02-19
12584,Rekha Chopra,Female,50,"566, Gandhi Nagar, Thane",+91-9939776686,Indian,Absconding,2023-03-13
12585,Padma Chopra,Female,23,"126, Gandhi Nagar, Nashik",+91-7540010794,Indian,Acquitted,2021-10-25
12586,Naveen Gupta,Male,27,"390, Gandhi Nagar, Ludhiana",+91-8225545261,Pakistani,Arrested,2020-05-02
12587,Deepak Joshi,Male,29,"555, Shivaji Marg, Srinagar",+91-9777425418,Indian,Acquitted,2023-08-08
12588,Rani Patel,Female,49,"251, Gandhi Nagar, Bangalore",+91-8137533124,Bangladeshi,Convicted,2021-11-27
12589,Asha Iyer,Female,56,"190, Gandhi Nagar, Pune",+91-8270576482,Indian,Absconding,2022-07-10
12590,Rajesh Shah,Male,57,"813, MG Road, Lucknow",+91-8166723060,Indian,Convicted,2020-09-22
12591,Seema Shah,Female,25,"505, Patel Colony, Nashik",+91-9107744085,Indian,Absconding,2019-11-05
12592,Nitin Nair,Male,61,"719, Gandhi Nagar, Nashik",+91-7028203574,Indian,Arrested,2021-02-21
12593,Suresh Pandey,Male,39,"749, Patel Colony, Kanpur",+91-8555675204,Indian,Convicted,2021-10-08
12594,Sunita Mehta,Female,25,"113, MG Road, Bhopal",+91-7307107744,Indian,Acquitted,2023-08-30
12595,Kavita Singh,Female,33,"809, Gandhi Nagar, Faridabad",+91-9436204424,Indian,Acquitted,2020-02-04
12596,Usha Sharma,Female,56,"264, Gandhi Nagar, Patna",+91-9501492978,Indian,Arrested,2022-03-29
12597,Kavita Chopra,Female,28,"101, Shivaji Marg, Kalyan",+91-8983325154,Indian,Arrested,2022-11-18
12598,Vinod Verma,Male,58,"740, MG Road, Bangalore",+91-8499636725,Nepali,Arrested,2020-10-25
12599,Rekha Pillai,Female,63,"135, Gandhi Nagar, Indore",+91-8593463179,Indian,Convicted,2019-07-27
12600,Girish Das,Male,40,"723, Patel Colony, Agra",+91-7589894200,Nepali,Acquitted,2023-07-12
12601,Sushma Das,Female,48,"359, Nehru Street, Nashik",+91-9248971197,Indian,Absconding,2020-10-28
12602,Sunita Kumar,Female,44,"873, Gandhi Nagar, Vasai",+91-9213385629,Indian,Convicted,2023-08-07
12603,Manoj Sharma,Male,45,"823, Shivaji Marg, Ludhiana",+91-8619997393,Indian,Arrested,2022-09-24
12604,Priya Das,Female,28,"76, Nehru Street, Hyderabad",+91-7156273562,Indian,Arrested,2019-03-21
12605,Meena Singh,Female,65,"316, Gandhi Nagar, Hyderabad",+91-8924954475,Indian,Absconding,2023-06-08
12606,Nitin Mishra,Male,28,"972, Nehru Street, Nagpur",+91-7708136313,Indian,Acquitted,2022-05-14
12607,Radha Verma,Female,53,"153, Nehru Street, Kolkata",+91-9498426227,Indian,Acquitted,2022-11-19
12608,Nisha Gupta,Female,30,"74, Gandhi Nagar, Ahmedabad",+91-8090860199,Indian,Convicted,2022-07-21
12609,Ravi Pillai,Male,58,"443, Patel Colony, Vasai",+91-7083011150,Indian,Arrested,2021-04-10
12610,Vinod Joshi,Male,50,"847, Gandhi Nagar, Mumbai",+91-8537719471,Bangladeshi,At Large,2020-07-03
12611,Meena Rao,Female,56,"170, Gandhi Nagar, Kanpur",+91-8053315648,Indian,At Large,2022-05-27
12612,Rajesh Mehta,Male,49,"111, Patel Colony, Patna",+91-7825039332,Indian,Convicted,2022-05-31
12613,Geeta Bose,Female,56,"961, Nehru Street, Kanpur",+91-7608761695,Indian,Acquitted,2019-02-02
12614,Neha Pandey,Female,32,"164, Patel Colony, Delhi",+91-8395371516,Nepali,Arrested,2021-03-07
12615,Nisha Iyer,Female,41,"664, Nehru Street, Kolkata",+91-8875361458,Indian,Acquitted,2023-01-21
12616,Ravi Iyer,Male,26,"141, MG Road, Jaipur",+91-8052363216,Indian,Absconding,2019-01-26
12617,Naveen Chopra,Male,33,"42, MG Road, Chennai",+91-8203607487,Indian,Absconding,2019-12-15
12618,Nisha Bose,Female,28,"770, Shivaji Marg, Indore",+91-7288963116,Indian,Convicted,2020-08-08
12619,Ravi Pandey,Male,65,"418, Gandhi Nagar, Kanpur",+91-8251207594,Sri Lankan,Acquitted,2023-04-23
12620,Arun Sharma,Male,23,"483, Nehru Street, Indore",+91-9451509694,Indian,Absconding,2020-09-13
12621,Anita Verma,Female,58,"978, Shivaji Marg, Hyderabad",+91-8217513312,Indian,Acquitted,2022-02-11
12622,Amit Singh,Male,47,"34, MG Road, Pune",+91-8325801206,Indian,Arrested,2020-01-23
12623,Anita Mishra,Female,31,"465, MG Road, Visakhapatnam",+91-8046767032,Indian,Acquitted,2023-01-16
12624,Anjali Bose,Female,48,"695, Patel Colony, Agra",+91-8865471857,Indian,Arrested,2020-11-18
12625,Girish Patel,Male,60,"831, Patel Colony, Varanasi",+91-7625819645,Indian,Arrested,2023-10-11
12626,Sushma Joshi,Female,27,"928, Nehru Street, Kanpur",+91-9715114317,Indian,Arrested,2022-06-13
12627,Rekha Rao,Female,50,"647, Nehru Street, Ahmedabad",+91-9467500816,Indian,Acquitted,2019-01-25
12628,Anjali Pandey,Female,63,"187, Shivaji Marg, Kalyan",+91-8180879720,Pakistani,At Large,2021-05-11
12629,Pradeep Patel,Male,57,"679, Nehru Street, Agra",+91-9317412824,Indian,Convicted,2023-10-13
12630,Lakshmi Mehta,Female,38,"300, Nehru Street, Lucknow",+91-7440632163,Indian,Arrested,2019-03-29
12631,Pradeep Bose,Male,20,"306, Nehru Street, Varanasi",+91-8207931682,Indian,Convicted,2023-08-13
12632,Kavita Nair,Female,49,"780, Nehru Street, Varanasi",+91-7382449147,Indian,Acquitted,2021-10-01
12633,Nisha Rao,Female,44,"788, Gandhi Nagar, Nashik",+91-9035538506,Indian,Absconding,2023-07-17
12634,Kiran Pandey,Male,38,"273, Nehru Street, Ghaziabad",+91-9935906229,Indian,Arrested,2023-02-18
12635,Manoj Joshi,Male,33,"57, Nehru Street, Chennai",+91-7975226776,Indian,Acquitted,2020-01-28
12636,Kavita Gupta,Female,18,"936, MG Road, Nagpur",+91-7800860533,Sri Lankan,Absconding,2023-09-25
12637,Sunil Mehta,Male,28,"473, MG Road, Mumbai",+91-7313676527,Indian,At Large,2023-09-06
12638,Usha Tiwari,Female,45,"429, MG Road, Agra",+91-8291450436,Indian,At Large,2020-10-01
12639,Sunita Joshi,Female,65,"943, Gandhi Nagar, Kolkata",+91-8807951492,Indian,Arrested,2020-06-29
12640,Sanjay Tiwari,Male,39,"13, Nehru Street, Nagpur",+91-7415580796,Indian,Arrested,2022-01-12
12641,Deepak Bose,Male,64,"563, Nehru Street, Visakhapatnam",+91-7450882039,Indian,Absconding,2020-06-20
12642,Pradeep Bose,Male,61,"991, Gandhi Nagar, Nagpur",+91-9390508998,Indian,At Large,2022-10-22
12643,Nitin Gupta,Male,42,"4, Patel Colony, Lucknow",+91-7579960727,Indian,Convicted,2022-08-08
12644,Asha Pandey,Female,50,"603, Patel Colony, Lucknow",+91-7254164575,Indian,Convicted,2022-03-06
12645,Seema Gupta,Female,44,"849, Nehru Street, Chennai",+91-8129499690,Indian,At Large,2022-07-11
12646,Nisha Bose,Female,29,"454, Patel Colony, Kolkata",+91-8236631346,Indian,Arrested,2020-12-05
12647,Lakshmi Singh,Female,32,"564, Nehru Street, Ahmedabad",+91-7868027801,Indian,At Large,2019-10-25
12648,Meena Patel,Female,62,"737, Patel Colony, Visakhapatnam",+91-9294270578,Indian,At Large,2019-05-05
12649,Ajay Verma,Male,29,"525, Gandhi Nagar, Ahmedabad",+91-8436568128,Bangladeshi,At Large,2023-03-30
12650,Anjali Bose,Female,65,"968, Nehru Street, Chennai",+91-9321811757,Indian,At Large,2021-10-15
12651,Usha Pandey,Female,65,"349, Gandhi Nagar, Rajkot",+91-8881733980,Indian,Acquitted,2020-04-18
12652,Sanjay Singh,Male,63,"9, MG Road, Ghaziabad",+91-7393684189,Indian,At Large,2021-10-07
12653,Dinesh Joshi,Male,41,"37, MG Road, Visakhapatnam",+91-9081296219,Indian,Arrested,2019-06-07
12654,Sanjay Joshi,Male,45,"991, MG Road, Kanpur",+91-8947561461,Indian,Absconding,2019-01-13
12655,Sunita Shah,Female,39,"303, MG Road, Thane",+91-8935315133,Indian,Arrested,2022-04-14
12656,Neha Bose,Female,55,"138, Patel Colony, Nashik",+91-9066455130,Indian,Acquitted,2022-01-16
12657,Harish Mishra,Male,25,"118, Gandhi Nagar, Agra",+91-9691818386,Indian,Absconding,2020-10-12
12658,Deepak Chopra,Male,58,"881, MG Road, Vasai",+91-8209076657,Indian,Absconding,2022-08-13
12659,Usha Tiwari,Female,27,"52, Shivaji Marg, Surat",+91-8904660077,Indian,Absconding,2021-02-14
12660,Meena Pandey,Female,18,"156, MG Road, Faridabad",+91-7069720943,Indian,Arrested,2020-12-16
12661,Manoj Bose,Male,26,"686, Nehru Street, Lucknow",+91-7413353096,Indian,Arrested,2023-06-05
12662,Rani Pillai,Female,44,"356, Patel Colony, Bhopal",+91-8079780484,Indian,Convicted,2023-07-28
12663,Pradeep Patel,Male,52,"526, Nehru Street, Faridabad",+91-8959890987,Indian,Convicted,2021-06-12
12664,Sunita Tiwari,Female,57,"953, Patel Colony, Mumbai",+91-8371954727,Indian,Convicted,2020-09-02
12665,Anita Gupta,Female,21,"990, Shivaji Marg, Lucknow",+91-9112690977,Indian,Absconding,2023-11-07
12666,Rajesh Shah,Male,42,"222, Patel Colony, Delhi",+91-7051780800,Indian,Acquitted,2020-04-09
12667,Divya Patel,Female,18,"942, Shivaji Marg, Jaipur",+91-7786551278,Indian,At Large,2022-09-03
12668,Suresh Joshi,Male,40,"689, Shivaji Marg, Srinagar",+91-7348827994,Indian,At Large,2023-03-18
12669,Sanjay Pandey,Male,47,"277, MG Road, Rajkot",+91-9693295007,Indian,Absconding,2021-06-13
12670,Lakshmi Kumar,Female,23,"148, Shivaji Marg, Mumbai",+91-9337835818,Indian,At Large,2020-12-05
12671,Vinod Bose,Male,39,"546, Shivaji Marg, Pune",+91-8135782182,Indian,Arrested,2023-09-09
12672,Arun Patel,Male,52,"917, Shivaji Marg, Pune",+91-7284749047,Indian,Acquitted,2021-12-13
12673,Seema Kumar,Female,33,"600, Gandhi Nagar, Varanasi",+91-7612449057,Indian,At Large,2021-08-14
12674,Anita Nair,Female,18,"418, Patel Colony, Agra",+91-9701011015,Indian,Arrested,2019-12-30
12675,Pradeep Tiwari,Male,62,"107, Nehru Street, Indore",+91-8624575208,Indian,Convicted,2023-04-27
12676,Rahul Sharma,Male,29,"981, Nehru Street, Meerut",+91-8007658091,Bangladeshi,At Large,2022-09-30
12677,Nisha Singh,Female,51,"412, Patel Colony, Rajkot",+91-8073680196,Indian,Acquitted,2022-10-11
12678,Kavita Tiwari,Female,63,"769, Patel Colony, Lucknow",+91-9224793737,Indian,Arrested,2022-08-22
12679,Rajesh Pandey,Male,37,"537, MG Road, Bhopal",+91-7230345870,Indian,Acquitted,2022-04-05
12680,Dinesh Joshi,Male,56,"871, MG Road, Srinagar",+91-9951381231,Indian,Convicted,2021-11-14
12681,Kavita Singh,Female,62,"831, Gandhi Nagar, Varanasi",+91-8818599163,Indian,Convicted,2019-04-20
12682,Anjali Pillai,Female,60,"630, Nehru Street, Jaipur",+91-9730507964,Indian,Arrested,2021-11-07
12683,Rajesh Pandey,Male,42,"944, Nehru Street, Vasai",+91-7015315800,Indian,At Large,2021-02-16
12684,Suresh Gupta,Male,59,"868, MG Road, Agra",+91-7160114019,Indian,Convicted,2023-04-25
12685,Ravi Reddy,Male,45,"935, Patel Colony, Thane",+91-7242190419,Indian,Acquitted,2021-07-23
12686,Vinod Pillai,Male,20,"942, Patel Colony, Visakhapatnam",+91-9634037633,Indian,Acquitted,2023-07-09
12687,Rahul Joshi,Male,31,"29, Patel Colony, Thane",+91-9236964018,Indian,Convicted,2022-06-17
12688,Rahul Nair,Male,60,"220, Nehru Street, Vasai",+91-8709361718,Pakistani,Arrested,2020-04-17
12689,Sunil Nair,Male,50,"688, Gandhi Nagar, Jaipur",+91-7846903989,Nepali,Acquitted,2019-12-09
12690,Asha Mishra,Female,19,"755, Patel Colony, Chennai",+91-9032855383,Indian,Absconding,2021-01-21
12691,Asha Kumar,Female,32,"162, Shivaji Marg, Ludhiana",+91-7345448541,Indian,At Large,2021-01-14
12692,Rahul Tiwari,Male,49,"902, Shivaji Marg, Chennai",+91-9897916469,Indian,Absconding,2022-02-19
12693,Sunil Sharma,Male,24,"334, MG Road, Bangalore",+91-8731520859,Indian,At Large,2022-05-08
12694,Lakshmi Bose,Female,51,"840, Shivaji Marg, Mumbai",+91-8602345968,Indian,Absconding,2022-09-02
12695,Rekha Pandey,Female,37,"689, Nehru Street, Faridabad",+91-7082939704,Indian,Convicted,2022-03-04
12696,Usha Pillai,Female,25,"6, Shivaji Marg, Mumbai",+91-9754150167,Nepali,Convicted,2020-09-16
12697,Asha Mehta,Female,39,"475, MG Road, Kanpur",+91-8769994246,Indian,At Large,2020-05-03
12698,Suresh Bose,Male,43,"712, Nehru Street, Srinagar",+91-8765702966,Indian,Arrested,2023-06-20
12699,Rekha Iyer,Female,50,"376, Gandhi Nagar, Lucknow",+91-7642407607,Bangladeshi,Convicted,2019-08-03
12700,Girish Joshi,Male,27,"318, Shivaji Marg, Patna",+91-9754957763,Indian,Arrested,2019-12-18
12701,Rani Reddy,Female,57,"755, Patel Colony, Bhopal",+91-7256434786,Indian,Absconding,2019-10-21
12702,Seema Shah,Female,39,"564, Nehru Street, Agra",+91-7845732736,Bangladeshi,Acquitted,2020-02-18
12703,Amit Nair,Male,32,"546, Nehru Street, Hyderabad",+91-9235467592,Indian,At Large,2020-08-19
12704,Sushma Mehta,Female,63,"734, MG Road, Visakhapatnam",+91-9392672097,Bangladeshi,At Large,2021-12-09
12705,Anita Nair,Female,61,"400, Nehru Street, Indore",+91-9919360570,Indian,Absconding,2020-07-11
12706,Vinod Verma,Male,54,"623, Shivaji Marg, Agra",+91-7322052681,Indian,Acquitted,2019-09-21
12707,Usha Kumar,Female,36,"454, Shivaji Marg, Chennai",+91-9936629735,Indian,Arrested,2021-07-04
12708,Pradeep Chopra,Male,26,"293, Nehru Street, Jaipur",+91-9803891879,Indian,Acquitted,2019-01-05
12709,Rajesh Shah,Male,40,"933, Shivaji Marg, Chennai",+91-8666723393,Indian,Arrested,2019-06-12
12710,Deepak Bose,Male,36,"775, Shivaji Marg, Indore",+91-8592667295,Bangladeshi,Arrested,2021-03-24
12711,Sunita Verma,Female,64,"66, Nehru Street, Faridabad",+91-9211583254,Indian,Convicted,2023-05-20
12712,Radha Joshi,Female,18,"425, MG Road, Bangalore",+91-8959414781,Indian,Arrested,2021-04-25
12713,Pradeep Bose,Male,46,"525, MG Road, Meerut",+91-8066390310,Indian,Arrested,2022-03-24
12714,Nitin Pillai,Male,52,"588, Gandhi Nagar, Nashik",+91-9160967882,Indian,At Large,2020-10-04
12715,Rekha Iyer,Female,26,"922, Gandhi Nagar, Agra",+91-9278926289,Pakistani,At Large,2022-03-29
12716,Amit Shah,Male,35,"587, MG Road, Varanasi",+91-8439747493,Indian,Absconding,2023-05-07
12717,Rajesh Gupta,Male,20,"653, MG Road, Varanasi",+91-9865802972,Indian,Arrested,2022-07-08
12718,Vinod Nair,Male,52,"793, Shivaji Marg, Kanpur",+91-7428832120,Indian,At Large,2019-01-07
12719,Deepak Pandey,Male,52,"637, Patel Colony, Ahmedabad",+91-8365007816,Indian,Arrested,2023-01-27
12720,Anjali Pandey,Female,30,"786, MG Road, Ghaziabad",+91-7669337836,Indian,At Large,2022-07-06
12721,Rani Mishra,Female,54,"596, Shivaji Marg, Varanasi",+91-9239153133,Indian,Absconding,2020-03-15
12722,Rahul Tiwari,Male,45,"291, Gandhi Nagar, Pune",+91-8112657834,Indian,At Large,2021-11-28
12723,Deepak Patel,Male,60,"898, Nehru Street, Thane",+91-9593196680,Indian,Absconding,2023-06-26
12724,Sushma Patel,Female,38,"89, Shivaji Marg, Ghaziabad",+91-9876508538,Indian,Arrested,2021-08-31
12725,Girish Mishra,Male,53,"531, Patel Colony, Kalyan",+91-9600640316,Indian,At Large,2020-01-14
12726,Priya Mehta,Female,31,"215, Patel Colony, Hyderabad",+91-7264036198,Pakistani,Arrested,2019-09-20
12727,Kavita Pandey,Female,52,"439, Patel Colony, Nashik",+91-9992075620,Indian,Convicted,2020-11-08
12728,Girish Mehta,Male,34,"682, Patel Colony, Rajkot",+91-7589461185,Indian,Convicted,2019-10-04
12729,Usha Bose,Female,48,"952, Shivaji Marg, Kalyan",+91-7079601638,Nepali,Arrested,2022-07-21
12730,Ajay Pandey,Male,61,"119, Patel Colony, Pune",+91-8760198021,Indian,Absconding,2020-07-13
12731,Harish Mehta,Male,51,"522, Nehru Street, Ahmedabad",+91-7903009711,Indian,Arrested,2023-07-26
12732,Divya Nair,Female,29,"716, Gandhi Nagar, Visakhapatnam",+91-9974166792,Indian,At Large,2019-01-30
12733,Naveen Pillai,Male,34,"671, MG Road, Bhopal",+91-9698376616,Indian,Acquitted,2021-12-27
12734,Naveen Verma,Male,48,"886, Gandhi Nagar, Srinagar",+91-9804996602,Indian,Convicted,2020-06-18
12735,Meena Joshi,Female,30,"932, Shivaji Marg, Ludhiana",+91-9218865513,Indian,Convicted,2021-02-11
12736,Divya Iyer,Female,34,"556, Nehru Street, Pune",+91-9908748964,Indian,Arrested,2019-10-12
12737,Arun Sharma,Male,36,"749, Patel Colony, Lucknow",+91-8927574480,Indian,Convicted,2021-06-09
12738,Naveen Das,Male,36,"15, Shivaji Marg, Patna",+91-9764781726,Indian,At Large,2020-12-14
12739,Anita Chopra,Female,48,"326, Patel Colony, Bhopal",+91-9409387897,Indian,Absconding,2021-01-21
12740,Meena Tiwari,Female,47,"877, Nehru Street, Pune",+91-7227867978,Indian,Convicted,2019-02-09
12741,Vinod Nair,Male,44,"778, Gandhi Nagar, Thane",+91-8421202508,Indian,Arrested,2023-11-30
12742,Sanjay Chopra,Male,38,"766, MG Road, Hyderabad",+91-7893453658,Nepali,Convicted,2019-10-15
12743,Lakshmi Joshi,Female,41,"987, Patel Colony, Jaipur",+91-8061998625,Indian,Acquitted,2023-03-21
12744,Anjali Sharma,Female,23,"590, MG Road, Indore",+91-7949845857,Indian,Arrested,2023-11-27
